COMMUNITY,Location 1,SR TYPE,CSR #,STATUS,DESCRIPTION,DATE RECEIVED,TIME,LOCATION,CENSUS TRACT,PRIORITY,METHOD,PARCEL_NO,DATE_A,USER_ID,PLANNED COMP,REVISED PLANNED COMP,ACTUAL COMP,DATE OF STATUS,ASSIGNEE,X_COORD,Y_COORD,STREET_DIRECTION
SOUTH FAIRMOUNT,"1709 ESMONDE ST
Cincinnati, OH
(39.124296951332724, -84.55393090781604)",Litter private property,SR12051461,CIVIL   ,litter and tree debris,11/20/2012 12:00:00 AM,8:46 AM,1709 ESMONDE ST - GJ1145333408,92,STANDARD,PHONE,17000090117,11/20/2012 12:00:00 AM,FFORTNEY,01/04/2013 12:00:00 AM,,,12/04/2012 12:00:00 AM,,1385865,416076,
CUF,"212 KLOTTER AV
Cincinnati, OH
(39.12212958524208, -84.52110565374659)",Litter private property,SR12051460,CLOS-NO ,Every week there is trash out on the curb.This week it looks like someone dumped two mattresses and furniture on the sidewalk and over the sidewalk and into the tree lawn.This is a problem house.,11/20/2012 12:00:00 AM,8:43 AM,212 KLOTTER AV CINC - GJ1429533273,26,STANDARD,INTERNET,9500020227,11/20/2012 12:00:00 AM,CSRWEB,01/04/2013 12:00:00 AM,,12/07/2012 12:00:00 AM,12/07/2012 12:00:00 AM,,1395157,415174,
WEST PRICE HILL,"1265 ILIFF AV
Cincinnati, OH
(39.116517815779275, -84.58006520598752)",Litter private property,SR12051444,DUPLICAT,There is a vacant lot next to 1261 Iliff Ave 45205. It had a house on it that was taken down. It is now overgrown and has not been kept mowed or kept clean. People are using it to dump things in. It is loaded with litter also.,11/20/2012 12:00:00 AM,2:45 AM,1265 ILIFF AV CINC - GJ0920032496,97,STANDARD,INTERNET,17900740199,11/20/2012 12:00:00 AM,CSRWEB,01/04/2013 12:00:00 AM,,11/20/2012 12:00:00 AM,11/20/2012 12:00:00 AM,,1378336,413457,
CUF,"2327 OHIO AV
Cincinnati, OH
(39.1244228564168, -84.51648313851598)",Litter private property,SR12051439,CLOS-NO ,The recyling can is still on the side walk since I complained last week.  Their garbage can is out too.  The front left side of the house where they store the house garbage cans are always overflowing.,11/19/2012 12:00:00 AM,7:31 PM,2327 OHIO AV CINC - GJ1467233523,25,STANDARD,INTERNET,9500040013,11/19/2012 12:00:00 AM,CSRWEB,01/03/2013 12:00:00 AM,,12/07/2012 12:00:00 AM,12/07/2012 12:00:00 AM,,1396431,415932,
CORRYVILLE,"2921 EDEN AV
Cincinnati, OH
(39.13355996823452, -84.50583516568912)",Litter private property,SR12051405,CIVIL   ,trash in the front yard and driveway,11/19/2012 12:00:00 AM,3:01 PM,2921 EDEN AV CINC - GJ1556234552,32,STANDARD,INTERNET,10400040108,11/19/2012 12:00:00 AM,CSRWEB,01/03/2013 12:00:00 AM,,,12/18/2012 12:00:00 AM,,1399516,419155,
LOWER PRICE HILL,"1300 NEFF AV
Cincinnati, OH
(39.111256781907855, -84.55227615528213)",Litter private property,SR12051383,CIVIL   ,black trash bags and debris on vacant lot in driveway closer to bowman,11/19/2012 12:00:00 AM,2:13 PM,1300 NEFF AV - GJ1164631973,93,STANDARD,PHONE,14900150082,11/19/2012 12:00:00 AM,DWHITTINGTON,01/03/2013 12:00:00 AM,,,12/03/2012 12:00:00 AM,,1386265,411343,
LOWER PRICE HILL,"661 STATE AV
Cincinnati, OH
(39.102668256528034, -84.55405681290017)",Litter private property,SR12051381,ABAT-OWN,couch side of property,11/19/2012 12:00:00 AM,2:11 PM,661 STATE AV - GJ1149731023,91,STANDARD,PHONE,14900110005,11/19/2012 12:00:00 AM,DWHITTINGTON,01/03/2013 12:00:00 AM,,12/18/2012 12:00:00 AM,12/18/2012 12:00:00 AM,,1385621,408255,
CBD/RIVERFRONT,"441 CENTRAL AV
Cincinnati, OH
(39.10004223620251, -84.51941492833151)",Litter private property,SR12051378,NEW     ,Litter on the Fifth Street entrance ramp going into the city that turns into Fifth Street.  Not just right at the intersection but the Fifth Street RAMP.,11/19/2012 12:00:00 AM,2:02 PM,W 5TH ST & CENTRAL AV,4,STANDARD,INTERNET,14500040087,11/19/2012 12:00:00 AM,CSRWEB,01/03/2013 12:00:00 AM,,,11/19/2012 12:00:00 AM,,1395443,407114,
MADISONVILLE,"4819 ROANOKE ST
Cincinnati, OH
(39.15809347319379, -84.38442669173361)",Litter private property,SR12051319,CLOS-NO ,Back yard is open and can be viewed from Granada St. Yard is constantly filthy.,11/19/2012 12:00:00 AM,10:47 AM,4819 ROANOKE ST CINC - GJ2597837583,56,STANDARD,INTERNET,3700030064,11/19/2012 12:00:00 AM,CSRWEB,01/03/2013 12:00:00 AM,,11/29/2012 12:00:00 AM,11/29/2012 12:00:00 AM,,1434131,427388,
KENNEDY HEIGHTS,"6440 MONTGOMERY RD
Cincinnati, OH
(39.18656600864148, -84.41872683393109)",Litter private property,SR12051311,CLOS-NO ,Garbage cans placed out Sunday for Tuesday pickup,11/19/2012 12:00:00 AM,10:10 AM,6440 MONTGOMERY RD CINC - GJ2294940638,58,STANDARD,INTERNET,12800040007,11/19/2012 12:00:00 AM,CSRWEB,01/03/2013 12:00:00 AM,,11/21/2012 12:00:00 AM,11/21/2012 12:00:00 AM,,1424709,437889,
MILLVALE,"1922 WESTWOOD NORTHERN BLVD
Cincinnati, OH
(39.14248124276514, -84.55494714170919)",Litter ROW Large Items,SR12051299,CLOSED  ,12/03/2012 12:48 AM/DCOTTRELLplease check area Request entered through the Web. Refer to Intake Questions for further description.,11/19/2012 12:00:00 AM,9:48 AM,1922 WESTWOOD NORTHERN BLVD CINC - GJ1129635461,77,HAZARDOUS,INTERNET,20100410130,11/19/2012 12:00:00 AM,CSRWEB,12/04/2012 12:00:00 AM,,12/03/2012 12:00:00 AM,12/03/2012 12:00:00 AM,,1385690,422828,
WESTWOOD,"3159 SUNSHINE AV
Cincinnati, OH
(39.14593463935768, -84.57869823650299)",Litter private property,SR12051284,CLOS-NO ,LITTER/DEBRIS IN FRONT OF PROPERTY.,11/19/2012 12:00:00 AM,8:58 AM,3159 SUNSHINE AV - GJ0923335764,100.02,STANDARD,PHONE,20700540100,11/19/2012 12:00:00 AM,SHMORRIS,01/03/2013 12:00:00 AM,,11/27/2012 12:00:00 AM,11/27/2012 12:00:00 AM,,1378980,424158,
OVER-THE-RHINE,"112 CORWINE ST
Cincinnati, OH
(39.113568735078935, -84.51347386208951)",Litter private property,SR12051279,ABAT-OWN,Carpet and padding scraps trash...,11/19/2012 12:00:00 AM,8:37 AM,112 CORWINE ST CINC - GJ1496332313,17,STANDARD,INTERNET,9400070207,11/19/2012 12:00:00 AM,CSRWEB,01/03/2013 12:00:00 AM,,12/12/2012 12:00:00 AM,12/12/2012 12:00:00 AM,,1397189,411920,
WEST PRICE HILL,"4104 HEYWARD ST
Cincinnati, OH
(39.12232743608854, -84.58082063649215)",Litter private property,SR12051237,CLOS-NO ,Lots of cans animals messing over stuff. People living there have trash in yard. It get in our yard and we're across the street. Gets into the street too. We told the people but they dont do anything. We are tired of them leaving trash everywhere and its ,11/18/2012 12:00:00 AM,12:08 PM,4104 HEYWARD ST CINC - GJ0913233154,98,STANDARD,INTERNET,18100020021,11/18/2012 12:00:00 AM,CSRWEB,01/02/2013 12:00:00 AM,,11/19/2012 12:00:00 AM,11/19/2012 12:00:00 AM,,1378221,415623,
OVER-THE-RHINE,"1820 LOGAN ST
Cincinnati, OH
(39.11564547341084, -84.52097974866251)",Litter private property,SR12051205,CLOS-NO ,A large Rumpke construction dumpster is overflowing onto Logan Street. This dumpster issue has been an ongoing problem since approximately June of this year. A company is renting the dumpster for construction at 1676 Central Parkway. The dumpster is parke,11/17/2012 12:00:00 AM,2:14 PM,1820 LOGAN ST CINC - GJ1433232539,16,STANDARD,INTERNET,13300030099,11/17/2012 12:00:00 AM,CSRWEB,01/01/2013 12:00:00 AM,,12/06/2012 12:00:00 AM,12/06/2012 12:00:00 AM,,1395160,412764,
EVANSTON,"1528 BLAIR AV
Cincinnati, OH
(39.14017373374942, -84.47714623087204)",Litter private property,SR12051172,CLOS-NO ,Old mattress on property in the drive way,11/16/2012 12:00:00 AM,3:49 PM,1528 BLAIR AV - GJ1801735381,38,STANDARD,PHONE,5800020140,11/16/2012 12:00:00 AM,TGROME,12/31/2012 12:00:00 AM,,11/29/2012 12:00:00 AM,11/29/2012 12:00:00 AM,,1407695,421470,
AVONDALE,"3544 WILSON AV
Cincinnati, OH
(39.14695986647109, -84.50264257248506)",Litter private property,SR12051148,CLOS-NO ,OVERFLOWING TRASH CANS AT SIDE OF PROPERTY DRAWING RACCOONS.,11/16/2012 12:00:00 AM,2:36 PM,3544 WILSON AV - GJ1583036057,69,STANDARD,PHONE,21600430023,11/16/2012 12:00:00 AM,SHMORRIS,12/31/2012 12:00:00 AM,,11/20/2012 12:00:00 AM,11/20/2012 12:00:00 AM,,1400644,424042,
WEST PRICE HILL,"1123 ROSEMONT AV
Cincinnati, OH
(39.11343314121876, -84.5831588737683)",Litter private property,SR12051146,CLOS-NO ,Litter debri melons beer cans trash all over the property. several cars parked in the driveway,11/16/2012 12:00:00 AM,2:28 PM,1123 ROSEMONT AV - GJ0893832145 1123 Rosemont Ave,97,STANDARD,PHONE,17900750087,11/16/2012 12:00:00 AM,VBANKS,12/31/2012 12:00:00 AM,,11/19/2012 12:00:00 AM,11/19/2012 12:00:00 AM,,1377421,412348,
EAST PRICE HILL,"1049 PURCELL AV
Cincinnati, OH
(39.11174241580369, -84.56405727386596)",Litter private property,SR12051143,CIVIL   ,litter and debris ---mattress x 2 or3 on property,11/16/2012 12:00:00 AM,1:36 PM,1049 PURCELL AV - GJ1060231999,94,STANDARD,PHONE,17300040119,11/16/2012 12:00:00 AM,DWHITTINGTON,12/31/2012 12:00:00 AM,,,12/03/2012 12:00:00 AM,,1382848,411600,
CORRYVILLE,"307 DONAHUE ST
Cincinnati, OH
(39.133146280101016, -84.50231881655452)",Litter private property,SR12051117,NEW     ,Request entered through the Web. Refer to Intake Questions for further description.,11/16/2012 12:00:00 AM,11:08 AM,307 DONAHUE ST CINC - GJ1588434501,32,STANDARD,INTERNET,9200040031,11/16/2012 12:00:00 AM,CSRWEB,12/31/2012 12:00:00 AM,,,11/16/2012 12:00:00 AM,,1400564,418937,
CORRYVILLE,"309 DONAHUE ST
Cincinnati, OH
(39.133128293660434, -84.50222888435161)",Litter private property,SR12051116,NEW     ,Request entered through the Web. Refer to Intake Questions for further description.,11/16/2012 12:00:00 AM,11:06 AM,309 DONAHUE ST CINC - GJ1589234501,32,STANDARD,INTERNET,9200040030,11/16/2012 12:00:00 AM,CSRWEB,12/31/2012 12:00:00 AM,,,11/16/2012 12:00:00 AM,,1400589,418935,
MOUNT AUBURN,"100 VALENCIA ST
Cincinnati, OH
(39.12233642930886, -84.51308370124525)",Litter private property,SR12051028,CIVIL   ,Litter and debris rolled carpet on sidewalk with dead debris abd weeds on Rice Street along concret wall.,11/15/2012 12:00:00 AM,2:00 PM,100 VALENCIA ST - GJ1499033313,23,STANDARD,PHONE,9300020119,11/15/2012 12:00:00 AM,VMOORE,12/30/2012 12:00:00 AM,,,11/27/2012 12:00:00 AM,,1397439,415188,
CORRYVILLE,"34 LOUIS AV
Cincinnati, OH
(39.14135709022855, -84.50774172839124)",Litter private property,SR12051004,ABAT-OWN,Garbage near garage not being taken out on time and causing rats. This is a corner house.  Technical will be sewer baiting.,11/15/2012 12:00:00 AM,11:22 AM,34 LOUIS AV - GJ1539535449,32,STANDARD,PHONE,10300010137,11/15/2012 12:00:00 AM,JSTEHLIN,12/30/2012 12:00:00 AM,,11/27/2012 12:00:00 AM,11/27/2012 12:00:00 AM,,1399112,422120,
CORRYVILLE,"19 E DANIELS ST
Cincinnati, OH
(39.13151850722801, -84.50834427415083)",Litter private property,SR12050979,CLOS-NO ,17 19 21 E Daniels St,11/15/2012 12:00:00 AM,10:18 AM,19 E DANIELS ST CINC - GJ1537034313,33,STANDARD,INTERNET,9200030267,11/15/2012 12:00:00 AM,CSRWEB,12/30/2012 12:00:00 AM,,11/16/2012 12:00:00 AM,11/16/2012 12:00:00 AM,,1398849,418403,E 
CORRYVILLE,"2717 EUCLID AV
Cincinnati, OH
(39.13099690045101, -84.50778669449267)",Litter private property,SR12050978,CLOS-NO ,Beer cans in the back yard facing Van St,11/15/2012 12:00:00 AM,10:17 AM,2717 EUCLID AV CINC - GJ1540034273,33,STANDARD,INTERNET,9200030036,11/15/2012 12:00:00 AM,CSRWEB,12/30/2012 12:00:00 AM,,11/16/2012 12:00:00 AM,11/16/2012 12:00:00 AM,,1398940,418270,
EAST PRICE HILL,"3638 W 8TH ST
Cincinnati, OH
(39.106139100511506, -84.57236737174695)",Litter private property,SR12050967,NEW     ,There are mattresses and furniture on the side walk.,11/15/2012 12:00:00 AM,9:33 AM,3638 W 8TH ST CINC - GJ0987431373,95,STANDARD,INTERNET,17600200035,11/15/2012 12:00:00 AM,CSRWEB,12/30/2012 12:00:00 AM,,,11/15/2012 12:00:00 AM,,1380363,409669,W 
WEST END,"426 POPLAR ST
Cincinnati, OH
(39.11471017850039, -84.52440616559414)",Litter private property,SR12050896,CLOS-NO ,LITTER ON PROPERTY.  NOT SURE OF ADDRESS.  IS ON NW CORNER OF JOHN & POPLAR.  BLDG. SAYS PRODUCTS & SERVICES CO.,11/14/2012 12:00:00 AM,4:01 PM,POPLAR ST & JOHN ST - GJ1403032431,15,STANDARD,PHONE,13300060221,11/14/2012 12:00:00 AM,TGROME,12/29/2012 12:00:00 AM,,12/06/2012 12:00:00 AM,12/06/2012 12:00:00 AM,,1394151,412457,
EAST PRICE HILL,"1257 ELBERON AV
Cincinnati, OH
(39.11566345985142, -84.56486666369233)",Litter private property,SR12050881,CLOS-NO ,Mattress couches chairs shopping cart etc. in rear of property.,11/14/2012 12:00:00 AM,3:07 PM,1257 ELBERON AV - GJ1052032438,92,STANDARD,PHONE,17300020151,11/14/2012 12:00:00 AM,TGROME,12/29/2012 12:00:00 AM,,11/16/2012 12:00:00 AM,11/16/2012 12:00:00 AM,,1382651,413052,
WESTWOOD,"2809 MONTANA AV
Cincinnati, OH
(39.149792730863396, -84.59027251102009)",Litter private property,SR12050813,CLOS-NO ,11/14/2012 1:41 PM/DCOTTRELLresident has a yard sale every day not just Thursday & Saturday Request entered through the Web. Refer to Intake Questions for further description.,11/14/2012 12:00:00 AM,10:20 AM,2809 MONTANA AV CINC - GJ0824236144,100.02,STANDARD,INTERNET,20900030262,11/14/2012 12:00:00 AM,CSRWEB,12/29/2012 12:00:00 AM,,11/20/2012 12:00:00 AM,11/20/2012 12:00:00 AM,,1375794,425564,
WESTWOOD,"3411 DAYTONA AV
Cincinnati, OH
(39.14665409698114, -84.61381676174716)",Litter private property,SR12050749,ABAT-OWN,LItter and trash along sidewalk and curb11/14/2012 10:31 AM/DCOTTRELL - call back please check the rear the property for mattresses furniture trash.,11/13/2012 12:00:00 AM,3:26 PM,3411 DAYTONA AV - GJ0620635741,102.01,STANDARD,PHONE,21200640065,11/13/2012 12:00:00 AM,CBELCHER,12/28/2012 12:00:00 AM,,12/11/2012 12:00:00 AM,12/11/2012 12:00:00 AM,,1369056,424573,
EAST PRICE HILL,"530 HAWTHORNE AV
Cincinnati, OH
(39.10029404637072, -84.56283419590613)",Litter private property,SR12050730,ABAT-OWN,litter debris wood door in driveway,11/13/2012 12:00:00 AM,1:43 PM,530 HAWTHORNE AV - GJ1078030733,96,STANDARD,PHONE,17700350048,11/13/2012 12:00:00 AM,DWHITTINGTON,12/28/2012 12:00:00 AM,,12/03/2012 12:00:00 AM,12/03/2012 12:00:00 AM,,1383225,407421,
SOUTH FAIRMOUNT,"2173 CLARA ST
Cincinnati, OH
(39.1226601852394, -84.55262689087357)",Litter private property,SR12050729,CIVIL   ,mattress boxspring on vacant lot,11/13/2012 12:00:00 AM,1:42 PM,2173 CLARA ST - GJ1154633243,92,STANDARD,PHONE,17100100053,11/13/2012 12:00:00 AM,DWHITTINGTON,12/28/2012 12:00:00 AM,,,11/14/2012 12:00:00 AM,,1386144,415521,
SOUTH FAIRMOUNT,"2182 CLARA ST
Cincinnati, OH
(39.12292098862787, -84.55252796545034)",Litter private property,SR12050728,CIVIL   ,mattress and debris,11/13/2012 12:00:00 AM,1:40 PM,2182 CLARA ST - GJ1159233269,92,STANDARD,PHONE,17100100045,11/13/2012 12:00:00 AM,DWHITTINGTON,12/28/2012 12:00:00 AM,,,12/03/2012 12:00:00 AM,,1386298,415596,
SOUTH FAIRMOUNT,"2184 CLARA ST
Cincinnati, OH
(39.123046893712, -84.5525009857895)",Litter private property,SR12050727,ABAT-OWN,litter and debris yard waste boat on property,11/13/2012 12:00:00 AM,1:39 PM,2184 CLARA ST - GJ1159233284,92,STANDARD,PHONE,17100100046,11/13/2012 12:00:00 AM,DWHITTINGTON,12/28/2012 12:00:00 AM,,12/11/2012 12:00:00 AM,12/11/2012 12:00:00 AM,,1386300,415647,
CUF,"2327 OHIO AV
Cincinnati, OH
(39.1244228564168, -84.51648313851598)",Litter private property,SR12050708,CLOS-NO ,green garbage can in front of 2327 ohio ave has been out since last wed Nov 7th overflowing onto sidewalk.  ive complained about this house before.  If the city needs money so badly why dont you fine these landlords?,11/13/2012 12:00:00 AM,12:39 PM,2327 OHIO AV CINC - GJ1467233523,25,STANDARD,INTERNET,9500040013,11/13/2012 12:00:00 AM,CSRWEB,12/28/2012 12:00:00 AM,,12/07/2012 12:00:00 AM,12/07/2012 12:00:00 AM,,1396431,415932,
BOND HILL,"1864 DALEWOOD PL
Cincinnati, OH
(39.176124879881286, -84.46237992523334)",Litter private property,SR12050682,CLOS-NO ,PUMPKIN ALL OVER THE YARD,11/13/2012 12:00:00 AM,11:24 AM,1864 DALEWOOD PL - GJ1920339404,63,STANDARD,PHONE,11900020159,11/13/2012 12:00:00 AM,CCOLEMAN,12/28/2012 12:00:00 AM,,11/14/2012 12:00:00 AM,11/14/2012 12:00:00 AM,,1412233,434457,
MOUNT AUBURN,"122 VALENCIA ST
Cincinnati, OH
(39.12241736829151, -84.51221135887681)",Litter private property,SR12050656,CLOS-NO ,Caller states that the persons who live at this house are working on it and a ton of debris has been sitting in the yard for several weeks,11/13/2012 12:00:00 AM,10:05 AM,122 VALENCIA ST - GJ1506433324,23,STANDARD,PHONE,9300020129,11/13/2012 12:00:00 AM,TGROME,12/28/2012 12:00:00 AM,,11/27/2012 12:00:00 AM,11/27/2012 12:00:00 AM,,1397684,415215,
EAST WESTWOOD,"2334 BALTIMORE AV
Cincinnati, OH
(39.15112372746671, -84.56173702303039)",Litter private property,SR12050572,CLOS-NO ,Next door neighbors has been living in the home about 2 yrs. I informed them when they moved in that we have raccoon's that will get in your trash so you have to secure your trash. They try to (I guess) but there has been 3 or 4 time where I would have to,11/12/2012 12:00:00 AM,5:35 PM,2334 BALTIMORE AV CINC - GJ1071336379,77,STANDARD,INTERNET,22400010071,11/12/2012 12:00:00 AM,CSRWEB,12/27/2012 12:00:00 AM,,11/20/2012 12:00:00 AM,11/20/2012 12:00:00 AM,,1383931,425931,
CUF,"216 BOSLEY ST
Cincinnati, OH
(39.125349158106985, -84.51874043680954)",Litter private property,SR12050539,ABAT-OWN,Request entered through the Web. Refer to Intake Questions for further description.,11/11/2012 12:00:00 AM,11:18 PM,216 BOSLEY ST CINC - GJ1449133629,25,STANDARD,INTERNET,10000020306,11/11/2012 12:00:00 AM,CSRWEB,12/26/2012 12:00:00 AM,,12/12/2012 12:00:00 AM,12/12/2012 12:00:00 AM,,1395858,416308,
EAST PRICE HILL,"965 MANSION AV
Cincinnati, OH
(39.10939838500209, -84.56640331060082)",Litter private property,SR12050513,CLOS-NO ,Request entered through the Web. Refer to Intake Questions for further description.,11/11/2012 12:00:00 AM,1:09 AM,965 MANSION AV CINC - GJ1041331748,95,STANDARD,INTERNET,17500180177,11/11/2012 12:00:00 AM,CSRWEB,12/26/2012 12:00:00 AM,,11/13/2012 12:00:00 AM,11/13/2012 12:00:00 AM,,1382190,410808,
EAST PRICE HILL,"749 FAIRBANKS AV
Cincinnati, OH
(39.10546514803917, -84.56888663316334)",Litter private property,SR12050475,CLOS-NO ,Garbage debris couch in rear of property.,11/09/2012 12:00:00 AM,3:23 PM,749 FAIRBANKS AV - GJ1019431295,96,STANDARD,PHONE,17600190129,11/09/2012 12:00:00 AM,TGROME,12/24/2012 12:00:00 AM,,11/16/2012 12:00:00 AM,11/16/2012 12:00:00 AM,,1381397,409362,
BOND HILL,"1421 FRANKLIN AV
Cincinnati, OH
(39.17453307988944, -84.47307286416168)",Litter private property,SR12050445,CIVIL   ,litter and debris all over the property,11/09/2012 12:00:00 AM,1:13 PM,1421 FRANKLIN AV - GJ1828539169,64,STANDARD,PHONE,11700050004,11/09/2012 12:00:00 AM,TGROME,12/24/2012 12:00:00 AM,,,12/04/2012 12:00:00 AM,,1409191,433838,
COLLEGE HILL,"5847 LATHROP PL
Cincinnati, OH
(39.19844605264848, -84.55155669765873)",Litter private property,SR12050429,ABAT-OWN,LITTER AND DEBRIS ALL OVER PROPERTY,11/09/2012 12:00:00 AM,11:59 AM,5847 LATHROP PL - GJ1140441658,82.02,STANDARD,PHONE,22900040037,11/09/2012 12:00:00 AM,TGROME,12/24/2012 12:00:00 AM,,12/04/2012 12:00:00 AM,12/04/2012 12:00:00 AM,,1387052,443113,
MADISONVILLE,"4615 ERIE AV
Cincinnati, OH
(39.15676101560839, -84.39516901943229)",Litter private property,SR12050340,CLOS-NO ,Stuff on porch--drywall buckets tire garbage bage.,11/08/2012 12:00:00 AM,4:20 PM,4615 ERIE AV - GJ2506737412,55,STANDARD,PHONE,3600040019,11/08/2012 12:00:00 AM,VMOORE,12/23/2012 12:00:00 AM,,11/09/2012 12:00:00 AM,11/09/2012 12:00:00 AM,,1431117,426975,
WESTWOOD,"3411 DAYTONA AV
Cincinnati, OH
(39.14665409698114, -84.61381676174716)",Litter private property,SR12050334,DUPLICAT,Lots of trash/debris in rear of property.  Caller prefers to remain anonymous but says if you take left on Daytona and at first driveway on Stanhope you should be able to see all the debris.,11/08/2012 12:00:00 AM,3:48 PM,3411 DAYTONA AV - GJ0620535740,102.01,STANDARD,PHONE,21200640065,11/08/2012 12:00:00 AM,SHMORRIS,12/23/2012 12:00:00 AM,,11/20/2012 12:00:00 AM,11/20/2012 12:00:00 AM,,1369056,424573,
EVANSTON,"3476 WOODBURN AV
Cincinnati, OH
(39.14254419530721, -84.47532116923497)",Litter private property,SR12050316,CIVIL   ,trash on vacant house property,11/08/2012 12:00:00 AM,2:39 PM,3476 WOODBURN AV - GJ1820935629,38,STANDARD,PHONE,5800050002,11/08/2012 12:00:00 AM,JSTEHLIN,12/23/2012 12:00:00 AM,,,12/19/2012 12:00:00 AM,,1408362,422251,
MOUNT AUBURN,"306 E LIBERTY ST
Cincinnati, OH
(39.112578785290964, -84.51046667413999)",Litter private property,SR12050295,NEW     ,306 liberty street the garbage cans for this address are stored in the city ally to the side of the buidding. These garbage cans have not been put out for collection for some weeks and the garbage is overflowing into the alley and onto liberty street,11/08/2012 12:00:00 AM,1:01 PM,306 E LIBERTY ST CINC - GJ1524332235,18,STANDARD,INTERNET,8600020228,11/08/2012 12:00:00 AM,CSRWEB,12/23/2012 12:00:00 AM,,,11/08/2012 12:00:00 AM,,1398093,411616,E 
WEST PRICE HILL,"1119 CARMANIA AV
Cincinnati, OH
(39.11488104968595, -84.59576736861908)",Litter private property,SR12050284,ABAT-OWN,Litter is in the front yard of the property and has been there for a while old sink furniture gas cans recycle bin etc.,11/08/2012 12:00:00 AM,12:29 PM,1119 CARMANIA AV CINC - GJ0783732279,99.01,STANDARD,INTERNET,18000800308,11/08/2012 12:00:00 AM,CSRWEB,12/23/2012 12:00:00 AM,,11/19/2012 12:00:00 AM,11/19/2012 12:00:00 AM,,1373836,412969,
LOWER PRICE HILL,"2150 STORRS ST
Cincinnati, OH
(39.103216842965935, -84.55268085019532)",Litter private property,SR12050279,CIVIL   ,trash along sidewalk side building,11/08/2012 12:00:00 AM,12:04 PM,2150 STORRS ST - GJ1162331096,91,STANDARD,PHONE,14900110208,11/08/2012 12:00:00 AM,DWHITTINGTON,12/23/2012 12:00:00 AM,,,11/19/2012 12:00:00 AM,,1386045,408474,
LOWER PRICE HILL,"2136 ST MICHAEL ST
Cincinnati, OH
(39.102425439580145, -84.55267185697505)",Litter private property,SR12050277,CIVIL   ,litter and debris,11/08/2012 12:00:00 AM,12:03 PM,2136 ST MICHAEL ST - GJ1162631017,91,STANDARD,PHONE,14900110285,11/08/2012 12:00:00 AM,DWHITTINGTON,12/23/2012 12:00:00 AM,,,11/19/2012 12:00:00 AM,,1386043,408216,
LOWER PRICE HILL,"644 NEAVE ST
Cincinnati, OH
(39.10262329042661, -84.5531125247694)",Litter private property,SR12050276,NEW     ,litter and debris ,11/08/2012 12:00:00 AM,12:02 PM,644 NEAVE ST - GJ1160731014,91,STANDARD,PHONE,14900110287,11/08/2012 12:00:00 AM,DWHITTINGTON,12/23/2012 12:00:00 AM,,,11/08/2012 12:00:00 AM,,1385979,408208,
AVONDALE,"3580 EDEN AV
Cincinnati, OH
(39.14827287663388, -84.50355088773466)",Litter private property,SR12050275,ABAT-OWN,truck cap buiding materials etc,11/08/2012 12:00:00 AM,11:59 AM,3580 EDEN AV - GJ1575436201,69,STANDARD,PHONE,21600450117,11/08/2012 12:00:00 AM,DRANKIN,12/23/2012 12:00:00 AM,,12/17/2012 12:00:00 AM,12/17/2012 12:00:00 AM,,1400411,424527,
WEST PRICE HILL,"4245 CENTURY LN
Cincinnati, OH
(39.10989880564364, -84.59152256864081)",Litter private property,SR12050258,CLOS-NO ,litter on property from amimals getting into cans without lids.,11/08/2012 12:00:00 AM,11:23 AM,4245 CENTURY LN - GJ0823131714,99.02,STANDARD,PHONE,17900790420,11/08/2012 12:00:00 AM,TGROME,12/23/2012 12:00:00 AM,,11/09/2012 12:00:00 AM,11/09/2012 12:00:00 AM,,1375035,411053,
WEST PRICE HILL,"4244 LOUBELL LN
Cincinnati, OH
(39.10666124633815, -84.59135169745525)",Litter private property,SR12050208,NEW     ,trash cans on curb wednesday trash day is monday,11/08/2012 12:00:00 AM,8:56 AM,4244 LOUBELL LN CINC - GJ0827231399,99.02,STANDARD,INTERNET,17900790252,11/08/2012 12:00:00 AM,CSRWEB,12/23/2012 12:00:00 AM,,,11/08/2012 12:00:00 AM,,1375116,410013,
WEST PRICE HILL,"704 WILBUD DR
Cincinnati, OH
(39.10480864295778, -84.59135169745525)",Litter private property,SR12050207,CLOSED  ,trash cans on curb wednesday trash day is monday,11/08/2012 12:00:00 AM,8:53 AM,704 WILBUD DR CINC - GJ0829431171,99.02,STANDARD,INTERNET,17900790363,11/08/2012 12:00:00 AM,CSRWEB,12/23/2012 12:00:00 AM,,12/12/2012 12:00:00 AM,12/12/2012 12:00:00 AM,,1375154,409262,
NORTH FAIRMOUNT,"2548 ST LEO PL
Cincinnati, OH
(39.133047354677785, -84.5582746332176)",Litter private property,SR12050149,ABAT-OWN,debris on property,11/07/2012 12:00:00 AM,3:38 PM,2548 ST LEO PL - GJ1105434364,86.01,STANDARD,PHONE,20600050083,11/07/2012 12:00:00 AM,FFORTNEY,12/22/2012 12:00:00 AM,,11/20/2012 12:00:00 AM,11/20/2012 12:00:00 AM,,1384715,419273,
NORTH FAIRMOUNT,"2572 ST LEO PL
Cincinnati, OH
(39.13380278518241, -84.55735732474767)",Litter private property,SR12050142,NEW     ,dumpster overflowing,11/07/2012 12:00:00 AM,3:10 PM,2572 ST LEO PL - GJ1113134452,86.01,STANDARD,PHONE,20600050041,11/07/2012 12:00:00 AM,FFORTNEY,12/22/2012 12:00:00 AM,,,11/07/2012 12:00:00 AM,,1384980,419548,
