CSR #,STATUS,SR TYPE,DESCRIPTION,DATE RECEIVED,TIME,LOCATION,COMMUNITY,CENSUS TRACT,PRIORITY,METHOD,PARCEL_NO,DATE_A,USER_ID,PLANNED COMP,REVISED PLANNED COMP,ACTUAL COMP,DATE OF STATUS,ASSIGNEE,X_COORD,Y_COORD,STREET_DIRECTION,Location 1
SR12046393,INPROGRS,Recycling new 35 gallon cart,Request entered through the Web. Refer to Intake Questions for further description.,10/09/2012 12:00:00 AM,9:36 AM,2233 PARK AV CINC - GJ1724033250,WALNUT HILLS,20,STANDARD,INTERNET,6300040051,10/09/2012 12:00:00 AM,CSRWEB,10/19/2012 12:00:00 AM,,,10/09/2012 12:00:00 AM,,1404802,414618,,"2233 PARK AV
Cincinnati, OH
(39.12128422253454, -84.48672457256646)"
SR12046344,CLOSED  ,Recycling new 96 gallon cart,Please deliver additional TWO 96 gallon carts to Impact Academy. (This is not a duplicate request.) Thanks!,10/08/2012 12:00:00 AM,6:12 PM,2601 MELROSE AV - GJ1688533955,WALNUT HILLS,35,STANDARD,PHONE,6700020097,10/08/2012 12:00:00 AM,KSCHLENKER,10/18/2012 12:00:00 AM,,10/11/2012 12:00:00 AM,10/11/2012 12:00:00 AM,,1403750,416984,,"2601 MELROSE AV
Cincinnati, OH
(39.12775034792526, -84.4906276301736)"
SR12046340,INPROGRS,Recycling new 96 gallon cart,New resident. Would like a 96 gallon cart. Thanks!,10/08/2012 12:00:00 AM,5:19 PM,4408 VERNE AV - GJ2193437234,OAKLEY,53,STANDARD,PHONE,5000020040,10/08/2012 12:00:00 AM,KSCHLENKER,10/18/2012 12:00:00 AM,,,10/08/2012 12:00:00 AM,,1420825,426900,,"4408 VERNE AV
Cincinnati, OH
(39.15606999862791, -84.43177599657622)"
SR12046339,INPROGRS,Recycling new 96 gallon cart,Just moved in. Needs a 96 recycling cart. Thanks. ,10/08/2012 12:00:00 AM,5:11 PM,3733 RAWSON FARM LN - GJ1429636466,CLIFTON,71,STANDARD,PHONE,21500670215,10/08/2012 12:00:00 AM,KSCHLENKER,10/18/2012 12:00:00 AM,,,10/08/2012 12:00:00 AM,,1395680,425631,,"3733 RAWSON FARM LN
Cincinnati, OH
(39.15083594441734, -84.5203142503608)"
SR12046306,INPROGRS,Recycling new 64 gallon cart,This is our rental property it is a two units house 741 and 743 E. Mitchell Ave.  So two carts needed -one for 741 and one for 743.,10/08/2012 12:00:00 AM,2:14 PM,741 E MITCHELL AV CINC - GJ1713837334,NORTH AVONDALE,65,STANDARD,INTERNET,11500040003,10/08/2012 12:00:00 AM,CSRWEB,10/18/2012 12:00:00 AM,,,10/08/2012 12:00:00 AM,,1405133,428013,E ,"741 E MITCHELL AV
Cincinnati, OH
(39.15831830370115, -84.48667960646503)"
SR12046304,INPROGRS,Recycling new 35 gallon cart,resident requesting 35 gal recycling cart,10/08/2012 12:00:00 AM,2:06 PM,5727 NAHANT AV - GJ1147741325,COLLEGE HILL,82.02,STANDARD,PHONE,23400010098,10/08/2012 12:00:00 AM,DCOTTRELL,10/18/2012 12:00:00 AM,,,10/08/2012 12:00:00 AM,,1387236,442009,,"5727 NAHANT AV
Cincinnati, OH
(39.195460303511254, -84.55092717223818)"
SR12046161,CLOSED  ,Recycling new 35 gallon cart,Request entered through the Web. Refer to Intake Questions for further description.,10/06/2012 12:00:00 AM,6:35 PM,3739 HYDE PARK AV CINC - GJ2145136097,OAKLEY,52,STANDARD,INTERNET,4000020111,10/06/2012 12:00:00 AM,CSRWEB,10/16/2012 12:00:00 AM,,10/11/2012 12:00:00 AM,10/11/2012 12:00:00 AM,,1419061,423257,,"3739 HYDE PARK AV
Cincinnati, OH
(39.14588068003593, -84.43710897620997)"
SR12046144,CLOSED  ,Recycling cart missing 64,Request entered through the Web. Refer to Intake Questions for further description.,10/05/2012 12:00:00 AM,6:33 PM,3424 AULT WOODS LN CINC - GJ2296934791,MOUNT LOOKOUT,48,STANDARD,INTERNET,4300050011,10/05/2012 12:00:00 AM,CSRWEB,10/15/2012 12:00:00 AM,,10/11/2012 12:00:00 AM,10/11/2012 12:00:00 AM,,1423820,418732,,"3424 AULT WOODS LN
Cincinnati, OH
(39.1335509750142, -84.42039957290558)"
SR12046141,INPROGRS,Recycling new 35 gallon cart,We live in the residence above the vacant business. Entrance and garage is on the Knowlton Ave side.,10/05/2012 12:00:00 AM,5:32 PM,4138 CHAMBERS ST CINC - GJ1309237568,NORTHSIDE,74,STANDARD,INTERNET,22100190134,10/05/2012 12:00:00 AM,CSRWEB,10/15/2012 12:00:00 AM,,,10/07/2012 12:00:00 AM,,1391916,429438,,"4138 CHAMBERS ST
Cincinnati, OH
(39.161241100296365, -84.53385804012208)"
SR12046137,INPROGRS,Recycling new 35 gallon cart,New Service,10/05/2012 12:00:00 AM,4:57 PM,134 OVERCLIFF RD CINC - FJ9873933253,SAYLER PARK,106,STANDARD,INTERNET,16700020057,10/05/2012 12:00:00 AM,CSRWEB,10/15/2012 12:00:00 AM,,,10/07/2012 12:00:00 AM,,1344189,417642,,"134 OVERCLIFF RD
Cincinnati, OH
(39.125942710646314, -84.7009880460472)"
SR12046135,CLOSED  ,Recycling new 96 gallon cart,Deliver two (2 ) 96's to theis school.  They already have 2 but overflowing.  This will make a total of 4 at this address.,10/05/2012 12:00:00 AM,4:16 PM,2601 MELROSE AV - GJ1688533955,WALNUT HILLS,35,STANDARD,PHONE,6700020097,10/05/2012 12:00:00 AM,SMAGNESS,10/15/2012 12:00:00 AM,,10/11/2012 12:00:00 AM,10/11/2012 12:00:00 AM,,1403750,416984,,"2601 MELROSE AV
Cincinnati, OH
(39.12775034792526, -84.4906276301736)"
SR12045971,INPROGRS,Recycling new 96 gallon cart,Need both recycling and regular large sized garbage cart,10/05/2012 12:00:00 AM,8:38 AM,2212 EUREKA TER CINC - GJ1471133353,CUF,25,STANDARD,INTERNET,9500040086,10/05/2012 12:00:00 AM,CSRWEB,10/15/2012 12:00:00 AM,,,10/07/2012 12:00:00 AM,,1396535,415367,,"2212 EUREKA TER
Cincinnati, OH
(39.122903002187286, -84.51642018597397)"
SR12045936,INPROGRS,Recycling new 96 gallon cart,Please deliver a new 96 gallon cart to a new residence. Thanks.,10/04/2012 12:00:00 AM,4:26 PM,1903 LANGDON FARM RD CINC - GJ1935740034,BOND HILL,63,STANDARD,INTERNET,11900020615,10/04/2012 12:00:00 AM,CSRWEB,10/14/2012 12:00:00 AM,,,10/05/2012 12:00:00 AM,,1412841,436497,,"1903 LANGDON FARM RD
Cincinnati, OH
(39.1827898456345, -84.46169471476279)"
SR12045920,CLOSED  ,Recycling new 96 gallon cart,Our carts are overflowing before each pick up,10/04/2012 12:00:00 AM,3:36 PM,2700 ASHLAND AV CINC - GJ1762434059,EAST WALNUT HILLS,37,STANDARD,INTERNET,00610002CD01      ,10/04/2012 12:00:00 AM,CSRWEB,10/14/2012 12:00:00 AM,,10/11/2012 12:00:00 AM,10/11/2012 12:00:00 AM,,1406191,417205,,"2700 ASHLAND AV
Cincinnati, OH
(39.12832113356005, -84.48266813253649)"
SR12045916,INPROGRS,Recycling new 18 gallon cart,Request entered through the Web. Refer to Intake Questions for further description.,10/04/2012 12:00:00 AM,3:21 PM,6326 RIDGE AV CINC - GJ2211840626,PLEASANT RIDGE,57.01,STANDARD,INTERNET,12400010021,10/04/2012 12:00:00 AM,CSRWEB,10/14/2012 12:00:00 AM,,,10/05/2012 12:00:00 AM,,1421985,437987,,"6326 RIDGE AV
Cincinnati, OH
(39.18643111033708, -84.42845749828814)"
SR12045790,INPROGRS,Recycling new 18 gallon cart,Request entered through the Web. Refer to Intake Questions for further description.,10/03/2012 12:00:00 AM,5:22 PM,25 E CHARLTON ST CINC - GJ1540334172,CORRYVILLE,33,STANDARD,INTERNET,9200020019,10/03/2012 12:00:00 AM,CSRWEB,10/13/2012 12:00:00 AM,,,10/03/2012 12:00:00 AM,,1398932,417935,E ,"25 E CHARLTON ST
Cincinnati, OH
(39.13023247672612, -84.50799353855939)"
SR12045786,INPROGRS,Recycling new 64 gallon cart,Request entered through the Web. Refer to Intake Questions for further description.,10/03/2012 12:00:00 AM,4:49 PM,5738 ADELPHI ST CINC - GJ2500137012,MADISONVILLE,56,STANDARD,INTERNET,3700010046,10/03/2012 12:00:00 AM,CSRWEB,10/13/2012 12:00:00 AM,,,10/03/2012 12:00:00 AM,,1430836,425677,,"5738 ADELPHI ST
Cincinnati, OH
(39.15311122915148, -84.39612687133479)"
SR12045759,INPROGRS,Recycling new 96 gallon cart,Emanual Chuch of Christ needs cart (Fairmount Day Care School) shares this address and may already have a cart.  Need an exra cart for the church pantry,10/03/2012 12:00:00 AM,3:09 PM,1520 QUEEN CITY AV - GJ1205833674,SOUTH FAIRMOUNT,87,STANDARD,PHONE,17000070013,10/03/2012 12:00:00 AM,SMAGNESS,10/13/2012 12:00:00 AM,,,10/03/2012 12:00:00 AM,,1387890,416850,,"1520 QUEEN CITY AV
Cincinnati, OH
(39.1263474055595, -84.54685324344547)"
SR12045694,CLOSED  ,Recycling new 96 gallon cart,Resident is requesting a 96 gal recycle cart,10/03/2012 12:00:00 AM,11:00 AM,5574 WASIGO DR - GJ2565231276,MOUNT WASHINGTON,46.01,STANDARD,PHONE,400070025,10/03/2012 12:00:00 AM,DSWEETEN,10/13/2012 12:00:00 AM,,10/11/2012 12:00:00 AM,10/11/2012 12:00:00 AM,,1432035,406778,,"5574 WASIGO DR
Cincinnati, OH
(39.101382226026146, -84.39084785102278)"
SR12045661,INPROGRS,Recycling new 35 gallon cart,resident requesting 2- 35 gal recycling carts.,10/03/2012 12:00:00 AM,9:26 AM,5340 WELTNER ST - GJ2571638302,MADISONVILLE,242,STANDARD,PHONE,3400030009,10/03/2012 12:00:00 AM,DCOTTRELL,10/13/2012 12:00:00 AM,,,10/03/2012 12:00:00 AM,,1433389,429785,,"5340 WELTNER ST
Cincinnati, OH
(39.1646944968889, -84.38769123069994)"
SR12045558,INPROGRS,Recycling new 18 gallon cart,Request entered through the Web. Refer to Intake Questions for further description.,10/02/2012 12:00:00 AM,2:06 PM,2928 BURNET AV CINC - GJ1600834563,AVONDALE,34,STANDARD,INTERNET,9100010018,10/02/2012 12:00:00 AM,CSRWEB,10/12/2012 12:00:00 AM,,,10/02/2012 12:00:00 AM,,1400979,419121,,"2928 BURNET AV
Cincinnati, OH
(39.13351500213304, -84.50117667757735)"
SR12045543,INPROGRS,Recycling new 96 gallon cart,Please deliver an additional 96 gallon cart to this address. Residence has had an increase in the volume of recyclables. Thanks!,10/02/2012 12:00:00 AM,1:19 PM,2878 DIRHEIM AV CINC - GJ0773435487,WESTWOOD,102.02,STANDARD,INTERNET,02080B570020      ,10/02/2012 12:00:00 AM,CSRWEB,10/12/2012 12:00:00 AM,,,10/02/2012 12:00:00 AM,,1374023,423494,,"2878 DIRHEIM AV
Cincinnati, OH
(39.14384821224968, -84.59646883980196)"
SR12045541,INPROGRS,Recycling cart missing 96,Stolen cart. Please deliver a 96 gallon cart to this address. Thanks.,10/02/2012 12:00:00 AM,1:03 PM,2427 FAIRVIEW AV CINC - GJ1363433822,CUF,27,STANDARD,INTERNET,9800050169,10/02/2012 12:00:00 AM,CSRWEB,10/12/2012 12:00:00 AM,,,10/02/2012 12:00:00 AM,,1393080,417079,,"2427 FAIRVIEW AV
Cincinnati, OH
(39.12734565301207, -84.52830922320129)"
SR12045540,INPROGRS,Recycling cart missing 96,Cart is missing. Please deliver a 96 gallon cart to this address. Thanks.,10/02/2012 12:00:00 AM,1:00 PM,2372 STRATFORD AV CINC - GJ1415133862,CUF,26,STANDARD,INTERNET,10000010147,10/02/2012 12:00:00 AM,CSRWEB,10/12/2012 12:00:00 AM,,,10/02/2012 12:00:00 AM,,1394779,417127,,"2372 STRATFORD AV
Cincinnati, OH
(39.12766041572229, -84.5228143656023)"
SR12045431,INPROGRS,Recycling new 96 gallon cart,Please deliver a 96 gallon cart to this home. Thanks.,10/01/2012 12:00:00 AM,8:56 PM,1126 FAIRBANKS AV CINC - GJ1029732129,EAST PRICE HILL,94,STANDARD,INTERNET,17400090131,10/01/2012 12:00:00 AM,CSRWEB,10/11/2012 12:00:00 AM,,,10/01/2012 12:00:00 AM,,1381871,412076,,"1126 FAIRBANKS AV
Cincinnati, OH
(39.11294750732293, -84.5678973789311)"
SR12045427,INPROGRS,Recycling new 64 gallon cart,We are committed recyclers and have no bin. We appreciate your help very much!!,10/01/2012 12:00:00 AM,5:40 PM,1 FOXHALL CT CINC - GJ1356433722,CUF,27,STANDARD,INTERNET,9800050194,10/01/2012 12:00:00 AM,CSRWEB,10/11/2012 12:00:00 AM,,,10/01/2012 12:00:00 AM,,1392837,416763,,"1 FOXHALL CT
Cincinnati, OH
(39.12657223606686, -84.52923552489148)"
SR12045425,INPROGRS,Recycling new 96 gallon cart,Please deliver a 96 gallon cart to this address. Thanks!,10/01/2012 12:00:00 AM,5:01 PM,219 E UNIVERSITY AV CINC - GJ1566234431,CORRYVILLE,33,STANDARD,INTERNET,9200030176,10/01/2012 12:00:00 AM,CSRWEB,10/11/2012 12:00:00 AM,,,10/01/2012 12:00:00 AM,,1399834,418755,E ,"219 E UNIVERSITY AV
Cincinnati, OH
(39.13258870044285, -84.50485490467713)"
SR12045420,INPROGRS,Recycling new 96 gallon cart,Please deliver a 96 gallon cart to this new residence. Thanks!,10/01/2012 12:00:00 AM,4:41 PM,4218 BADGELEY CIR CINC - GJ1150538111,NORTHSIDE,79,STANDARD,INTERNET,19500310281,10/01/2012 12:00:00 AM,CSRWEB,10/11/2012 12:00:00 AM,,,10/01/2012 12:00:00 AM,,1386810,431478,,"4218 BADGELEY CIR
Cincinnati, OH
(39.1658355420911, -84.55144599658463)"
SR12045379,INPROGRS,Recycling new 96 gallon cart,Please deliver FIVE carts to this address: one for each unit. Thanks.,10/01/2012 12:00:00 AM,2:44 PM,3207 WESTBROOK DR CINC - GJ0660634946,WESTWOOD,109,STANDARD,INTERNET,20800600436,10/01/2012 12:00:00 AM,CSRWEB,10/11/2012 12:00:00 AM,,,10/01/2012 12:00:00 AM,,1370237,421908,,"3207 WESTBROOK DR
Cincinnati, OH
(39.13929764278146, -84.60971585329355)"
SR12045378,INPROGRS,Recycling new 64 gallon cart,Please deliver a 64 gallon cart to this address. Thanks.,10/01/2012 12:00:00 AM,2:42 PM,5018 RAVENNA ST CINC - GJ2516337924,MADISONVILLE,55,STANDARD,INTERNET,3500020102,10/01/2012 12:00:00 AM,CSRWEB,10/11/2012 12:00:00 AM,,,10/01/2012 12:00:00 AM,,1431518,428638,,"5018 RAVENNA ST
Cincinnati, OH
(39.16146593080367, -84.39419332897177)"
SR12045374,INPROGRS,Recycling new 18 gallon cart,Please deliver a 18 gallon bin to this resident at Tower 11. Thank you!,10/01/2012 12:00:00 AM,2:31 PM,880 RUE DE LA PAIX CINC - GJ1306836611,CLIFTON,71,STANDARD,INTERNET,21500700145,10/01/2012 12:00:00 AM,CSRWEB,10/11/2012 12:00:00 AM,,,10/01/2012 12:00:00 AM,,1391680,426309,,"880 RUE DE LA PAIX
Cincinnati, OH
(39.15177406477184, -84.53306993272479)"
SR12045225,INPROGRS,Recycling new 64 gallon cart,Request entered through the Web. Refer to Intake Questions for further description.,09/30/2012 12:00:00 AM,3:34 PM,2104 FULTON AV CINC - GJ1685232910,WALNUT HILLS,19,STANDARD,INTERNET,6900030299,09/30/2012 12:00:00 AM,CSRWEB,10/10/2012 12:00:00 AM,,,10/01/2012 12:00:00 AM,,1403472,413568,,"2104 FULTON AV
Cincinnati, OH
(39.11616775433313, -84.4925666916092)"
SR12045224,INPROGRS,Recycling new 96 gallon cart,We would like 2 additional carts because the amount of recycling we are collecting is overflowing the carts we presently have.  Thank you,09/30/2012 12:00:00 AM,2:29 PM,6207 PORTAGE ST CINC - GJ0022831004,SAYLER PARK,104,STANDARD,INTERNET,16400010177,09/30/2012 12:00:00 AM,CSRWEB,10/10/2012 12:00:00 AM,,,10/01/2012 12:00:00 AM,,1348700,410030,,"6207 PORTAGE ST
Cincinnati, OH
(39.10537542909011, -84.68456133000831)"
SR12045214,INPROGRS,Recycling cart missing 96,Request entered through the Web. Refer to Intake Questions for further description.,09/29/2012 12:00:00 AM,7:26 PM,200 ROCKDALE AV CINC - GJ1560135932,AVONDALE,69,STANDARD,INTERNET,21600440136,09/29/2012 12:00:00 AM,CSRWEB,10/09/2012 12:00:00 AM,,,10/01/2012 12:00:00 AM,,1399873,423670,,"200 ROCKDALE AV
Cincinnati, OH
(39.14571880207063, -84.50517866060773)"
SR12045191,INPROGRS,Recycling new 96 gallon cart,Request entered through the Web. Refer to Intake Questions for further description.,09/28/2012 12:00:00 AM,9:49 PM,4415 PLAINVILLE RD CINC - GJ2636236963,MADISONVILLE,56,STANDARD,INTERNET,3700020028,09/28/2012 12:00:00 AM,CSRWEB,10/08/2012 12:00:00 AM,,,10/01/2012 12:00:00 AM,,1435286,425297,,"4415 PLAINVILLE RD
Cincinnati, OH
(39.152481703730984, -84.38012793243354)"
SR12045171,INPROGRS,Recycling contaminated cart,Please reclaim a cart reclaimed from the neighborhood. Covered in graffiti and contaminated. Thanks. ,09/28/2012 12:00:00 AM,3:07 PM,224 ATKINSON ST - GJ1448133699,CUF,25,STANDARD,PHONE,10000020247,09/28/2012 12:00:00 AM,KSCHLENKER,10/05/2012 12:00:00 AM,,,10/01/2012 12:00:00 AM,,1395833,416534,,"224 ATKINSON ST
Cincinnati, OH
(39.12593371742605, -84.5188303690125)"
SR12045166,INPROGRS,Recycling new 96 gallon cart,Please deliver two 96 gallon cart to this address. Thanks!,09/28/2012 12:00:00 AM,2:47 PM,1830 PATRICK DR - GJ1102533040,EAST PRICE HILL,92,STANDARD,PHONE,17100110013,09/28/2012 12:00:00 AM,KSCHLENKER,10/08/2012 12:00:00 AM,,,10/01/2012 12:00:00 AM,,1384405,414940,,"1830 PATRICK DR
Cincinnati, OH
(39.12079858863876, -84.55985743998917)"
SR12045155,INPROGRS,Recycling new 96 gallon cart,Eden Floral Boutique would like a 96 gallon recycling cart to start. Thanks!,09/28/2012 12:00:00 AM,2:32 PM,1129 WALNUT ST - GJ1501531752,OVER-THE-RHINE,10,STANDARD,PHONE,7600020095,09/28/2012 12:00:00 AM,KSCHLENKER,10/08/2012 12:00:00 AM,,,10/01/2012 12:00:00 AM,,1397264,410072,,"1129 WALNUT ST
Cincinnati, OH
(39.107778632402386, -84.51304353002256)"
SR12045154,INPROGRS,Recycling cart missing 64,Request entered through the Web. Refer to Intake Questions for further description.,09/28/2012 12:00:00 AM,2:29 PM,200 ROCKDALE AV CINC - GJ1560135932,AVONDALE,69,STANDARD,INTERNET,21600440136,09/28/2012 12:00:00 AM,CSRWEB,10/08/2012 12:00:00 AM,,,10/01/2012 12:00:00 AM,,1399873,423670,,"200 ROCKDALE AV
Cincinnati, OH
(39.14571880207063, -84.50517866060773)"
SR12045127,INPROGRS,Recycling new 18 gallon cart,Request entered through the Web. Refer to Intake Questions for further description.,09/28/2012 12:00:00 AM,12:56 PM,5422 FOX RD CINC - GJ0926540657,MOUNT AIRY,83,STANDARD,INTERNET,23100050127,09/28/2012 12:00:00 AM,CSRWEB,10/08/2012 12:00:00 AM,,,10/01/2012 12:00:00 AM,,1379881,440184,,"5422 FOX RD
Cincinnati, OH
(39.18995645269189, -84.5772503280358)"
SR12045017,INPROGRS,Recycling contaminated cart,Cart was apparently lit afire and is now burnt. Please remove from this address at front curb. Reported by Sandra Wilson of CUF. Thanks. ,09/27/2012 12:00:00 AM,5:38 PM,2334 ROHS ST - GJ1427633701,CUF,26,STANDARD,PHONE,10000020088,09/27/2012 12:00:00 AM,KSCHLENKER,10/04/2012 12:00:00 AM,,,09/27/2012 12:00:00 AM,,1395162,416575,,"2334 ROHS ST
Cincinnati, OH
(39.12612257505219, -84.52137545035538)"
SR12045016,INPROGRS,Recycling new 64 gallon cart,Please deliver an additional 64 gallon cart here. Thanks.,09/27/2012 12:00:00 AM,5:36 PM,2315 WHEELER ST - GJ1430733618,CUF,26,STANDARD,PHONE,10000020131,09/27/2012 12:00:00 AM,KSCHLENKER,10/07/2012 12:00:00 AM,,,09/27/2012 12:00:00 AM,,1395250,416299,,"2315 WHEELER ST
Cincinnati, OH
(39.12540311742873, -84.52068297239282)"
SR12045015,INPROGRS,Recycling new 64 gallon cart,Please deliver an additional 64 gallon cart here. Thanks. ,09/27/2012 12:00:00 AM,5:33 PM,2315 WHEELER ST - GJ1430733618,CUF,26,STANDARD,PHONE,10000020131,09/27/2012 12:00:00 AM,KSCHLENKER,10/07/2012 12:00:00 AM,,,09/27/2012 12:00:00 AM,,1395250,416299,,"2315 WHEELER ST
Cincinnati, OH
(39.12540311742873, -84.52068297239282)"
SR12045013,INPROGRS,Recycling new 96 gallon cart,Please deliver TWO carts to this address. Thanks!,09/27/2012 12:00:00 AM,5:09 PM,1905 ELM ST - GJ1436532631,OVER-THE-RHINE,16,STANDARD,PHONE,9600050097,09/27/2012 12:00:00 AM,KSCHLENKER,10/07/2012 12:00:00 AM,,,09/27/2012 12:00:00 AM,,1395279,413056,,"1905 ELM ST
Cincinnati, OH
(39.116418890356044, -84.5202063317173)"
SR12045005,INPROGRS,Recycling cart missing 96,Request entered through the Web. Refer to Intake Questions for further description.,09/27/2012 12:00:00 AM,4:46 PM,1043 CELESTIAL ST CINC - GJ1625931547,MOUNT ADAMS,12,STANDARD,INTERNET,7300010170,09/27/2012 12:00:00 AM,CSRWEB,10/07/2012 12:00:00 AM,,,09/27/2012 12:00:00 AM,,1401309,409199,,"1043 CELESTIAL ST
Cincinnati, OH
(39.106454402271424, -84.49883844030114)"
SR12045001,INPROGRS,Recycling new 96 gallon cart,JUST NEED ANOTHER BIN FOR MORE RECYCLING ITEMS,09/27/2012 12:00:00 AM,4:31 PM,1622 QUEBEC RD CINC - GJ0969532619,EAST PRICE HILL,92,STANDARD,INTERNET,20400140086,09/27/2012 12:00:00 AM,CSRWEB,10/07/2012 12:00:00 AM,,,09/27/2012 12:00:00 AM,,1379980,413780,,"1622 QUEBEC RD
Cincinnati, OH
(39.11762398187534, -84.57466028059144)"
SR12044998,INPROGRS,Recycling new 64 gallon cart,Please deliver a 64 gallon cart to this law office. Thanks.,09/27/2012 12:00:00 AM,4:17 PM,22 W 9TH ST - GJ1486631406,OVER-THE-RHINE,7,STANDARD,PHONE,7600020169,09/27/2012 12:00:00 AM,KSCHLENKER,10/07/2012 12:00:00 AM,,,09/27/2012 12:00:00 AM,,1396720,408961,W ,"22 W 9TH ST
Cincinnati, OH
(39.10524931075213, -84.51510717581118)"
SR12044982,INPROGRS,Recycling new 96 gallon cart,Please deliver TWO 96 gallon recycling carts to this address. Thanks!,09/27/2012 12:00:00 AM,3:12 PM,713 WOODLAWN AV - GJ1028531086,EAST PRICE HILL,96,STANDARD,PHONE,17600210061,09/27/2012 12:00:00 AM,KSCHLENKER,10/07/2012 12:00:00 AM,,,09/27/2012 12:00:00 AM,,1381661,408657,,"713 WOODLAWN AV
Cincinnati, OH
(39.10354959211679, -84.567924358592)"
SR12044980,INPROGRS,Recycling new 96 gallon cart,TWO more recycling carts for this group home. Thanks!,09/27/2012 12:00:00 AM,3:07 PM,3731 ISABELLA AV - GJ2183036048,OAKLEY,52,STANDARD,PHONE,3900050090,09/27/2012 12:00:00 AM,KSCHLENKER,10/07/2012 12:00:00 AM,,,09/27/2012 12:00:00 AM,,1420290,423034,,"3731 ISABELLA AV
Cincinnati, OH
(39.14535907325893, -84.4328371965708)"
SR12044960,INPROGRS,Recycling new 96 gallon cart,Please deliver a 96 gallon recycling cart to this address. Thanks!,09/27/2012 12:00:00 AM,1:52 PM,1841 BLUEFIELD PL - GJ1954741285,ROSELAWN,62.01,STANDARD,PHONE,11700090184,09/27/2012 12:00:00 AM,KSCHLENKER,10/07/2012 12:00:00 AM,,,09/27/2012 12:00:00 AM,,1413665,440561,,"1841 BLUEFIELD PL
Cincinnati, OH
(39.193274950980026, -84.45781136932447)"
SR12044958,INPROGRS,Recycling new 64 gallon cart,Please deliver a 64 gallon cart to this new resident. Thanks!,09/27/2012 12:00:00 AM,1:48 PM,3305 BACH AV - GJ2253236874,OAKLEY,53,STANDARD,PHONE,5000050054,09/27/2012 12:00:00 AM,KSCHLENKER,10/07/2012 12:00:00 AM,,,09/27/2012 12:00:00 AM,,1422724,425624,,"3305 BACH AV
Cincinnati, OH
(39.15279646644126, -84.42467135254475)"
SR12044874,VOIDED  ,Recycling cart missing 96,One recycling cart at the residence has gone missing. Please replace. Thanks. ,09/26/2012 12:00:00 AM,7:08 PM,2893 HARRISON AV - GJ0782135605,WESTWOOD,102.02,STANDARD,PHONE,02080A570005      ,09/26/2012 12:00:00 AM,KSCHLENKER,10/13/2012 12:00:00 AM,,09/27/2012 12:00:00 AM,09/27/2012 12:00:00 AM,,1374326,423864,,"2893 HARRISON AV
Cincinnati, OH
(39.14501733088781, -84.59493999235212)"
SR12044821,INPROGRS,Recycling new 35 gallon cart,09/26/2012 2:11 PM/KSCHLENKERBusiness needs a 35 gallon recycling cart. Thanks! Business needs a 96 gallon recycling cart. Thanks!,09/26/2012 12:00:00 AM,2:01 PM,364 LUDLOW AV - GJ1415235683,CLIFTON,71,STANDARD,PHONE,21400040087,09/26/2012 12:00:00 AM,KSCHLENKER,10/06/2012 12:00:00 AM,,,09/27/2012 12:00:00 AM,,1395080,423091,,"364 LUDLOW AV
Cincinnati, OH
(39.14392772752732, -84.52169441102345)"
SR12044818,INPROGRS,Recycling new 64 gallon cart,Please deliver FOUR 64 gallon carts for Annunciation School (3545 Clifton Ave) to this address. ,09/26/2012 12:00:00 AM,1:59 PM,3773 MIDDLETON AV - GJ1412436633,CLIFTON,71,STANDARD,PHONE,21500670095,09/26/2012 12:00:00 AM,KSCHLENKER,10/06/2012 12:00:00 AM,,,09/27/2012 12:00:00 AM,,1395141,426208,,"3773 MIDDLETON AV
Cincinnati, OH
(39.15252666983247, -84.52165424018449)"
SR12044811,INPROGRS,Recycling cart missing 64,Request entered through the Web. Refer to Intake Questions for further description.,09/26/2012 12:00:00 AM,1:42 PM,3316 WASSON RD CINC - GJ2265635910,OAKLEY,53,STANDARD,INTERNET,3900020009,09/26/2012 12:00:00 AM,CSRWEB,10/06/2012 12:00:00 AM,,,09/27/2012 12:00:00 AM,,1422980,422449,,"3316 WASSON RD
Cincinnati, OH
(39.143866975344544, -84.42375458308499)"
SR12044806,INPROGRS,Recycling new 96 gallon cart,Please deliver TWO 96 gallon carts to 6351 Beechmont to units 1 and 2. Thanks!,09/26/2012 12:00:00 AM,1:36 PM,6351 BEECHMONT AV - GJ2637129614,MOUNT WASHINGTON,46.02,STANDARD,PHONE,200020131,09/26/2012 12:00:00 AM,KSCHLENKER,10/06/2012 12:00:00 AM,,,09/27/2012 12:00:00 AM,,1434120,401218,,"6351 BEECHMONT AV
Cincinnati, OH
(39.08832675593441, -84.38265038770156)"
SR12044748,INPROGRS,Recycling new 18 gallon cart,Request entered through the Web. Refer to Intake Questions for further description.,09/26/2012 12:00:00 AM,9:14 AM,222 SENATOR PL CINC - GJ1461535753,CLIFTON,70,STANDARD,INTERNET,21700500028,09/26/2012 12:00:00 AM,CSRWEB,10/06/2012 12:00:00 AM,,,09/27/2012 12:00:00 AM,,1396552,423337,,"222 SENATOR PL
Cincinnati, OH
(39.14463062241521, -84.51733749444384)"
